place_id,name,formatted_address,rating,user_ratings_total,opening_hours,website,reviews,recent_reviews
ChIJ2zKEflq1w4kRZsmwMo-i2LI,A and E Mechanical Corp.,"26 Richmond Valley Rd, Staten Island, NY 10309",4.4,10,,N/A,"Needed immediate service for clogged toilets in house I just purchased.  The servicemen did an amazing job. They cleared all the clogs and now all toilets and sink drains are working perfectly.  Thank you to Kathy for expediting our call, and Perry for your kindness and thoughtfulness.  Great job!; Very knowledgeable and professional both people answering the phone and technicians. I'm happy with how the work was done and no mess left behind.; great company. did a great job i would recommend them!; A&E Mechanical Corp. provides excellent service! Their employees are knowledgeable, considerate, and professional.; Price was very reasonable owner was an amazing guy very niceand kind ,and all workers were very professional","great company. did a great job i would recommend them!; A&E Mechanical Corp. provides excellent service! Their employees are knowledgeable, considerate, and professional.; Very knowledgeable and professional both people answering the phone and technicians. I'm happy with how the work was done and no mess left behind.; Needed immediate service for clogged toilets in house I just purchased.  The servicemen did an amazing job. They cleared all the clogs and now all toilets and sink drains are working perfectly.  Thank you to Kathy for expediting our call, and Perry for your kindness and thoughtfulness.  Great job!; Price was very reasonable owner was an amazing guy very niceand kind ,and all workers were very professional"
ChIJf6OStCe1w4kR1VHy-P2T8B8,Pipe Rite Corp,"178 Industrial Loop, Staten Island, NY 10309",4.2,17,,N/A,"David is great and very professional. He does a great job of keeping the customer up to date with construction progress. He helps to work through issues that Con Ed or the City impedes. And the work is very well done. No issues with his work after it is done. We recommend them for gas and plumbing jobs.; Dave and the guys have been nothing but a pleasure to work with during my experiences with them. They are responsive, diligent, and overall just care about the product they provide in their work. I would refer and highly recommend PipeRite to anyone that has plumbing needs in the future.; the best of the best.  timely, professional, easy to work with. show up when they say they will.

Pipe Rite will end up fixing last plumbers bad jobs.

not the cheapest shop in town but you get what you pay for

- Dan (Eavesdrop, Ask for Janice); Tom was very professional and helpful in solving our plumbing problems. We recommend them highly!; Experienced workmanship, superb Knowledge of issues with respect to High end Plumbing And technical issue would recommend this organization and will continue to utilize their services, Not many organizations, clean up and have the necessary equipment to resolve issues on the spot thank you Pipe Rite for taking care of our plumbing needs and being fairly priced","Tom was very professional and helpful in solving our plumbing problems. We recommend them highly!; David is great and very professional. He does a great job of keeping the customer up to date with construction progress. He helps to work through issues that Con Ed or the City impedes. And the work is very well done. No issues with his work after it is done. We recommend them for gas and plumbing jobs.; Experienced workmanship, superb Knowledge of issues with respect to High end Plumbing And technical issue would recommend this organization and will continue to utilize their services, Not many organizations, clean up and have the necessary equipment to resolve issues on the spot thank you Pipe Rite for taking care of our plumbing needs and being fairly priced; Dave and the guys have been nothing but a pleasure to work with during my experiences with them. They are responsive, diligent, and overall just care about the product they provide in their work. I would refer and highly recommend PipeRite to anyone that has plumbing needs in the future.; the best of the best.  timely, professional, easy to work with. show up when they say they will.

Pipe Rite will end up fixing last plumbers bad jobs.

not the cheapest shop in town but you get what you pay for

- Dan (Eavesdrop, Ask for Janice)"
ChIJp1DNVVC1w4kRFknF3CfoQ-Q,Scaran,"6767 Amboy Rd, Staten Island, NY 10309",4.7,383,,N/A,"Brandon G did our yearly furnace maintenance and was excellent. He explained everything in detail. He placed labels on all the shutoff valves so that we would know what to do in case of emergencies.; Point of note; I hardly ever leave reviews & never have on Google. So take this as you will that I even took this step.

Have used this company since we moved to S.I. and to be perfectly fair we have only ever had but one bad experience with their service, which was addressed quickly. We have had our unit(s) installed & maintained, as well as ducts installed by Scaran. Their employees do excellent work and try to address every situation that may arise.

Service technicians are well trained and professional. Office and administrative persons are very pleasant, professional and personable. Just had Mr. Eric out on a seasonal service check of our unit, he did exemplary work. Checked and tested all points, and addressed all concerns. As usual, fantastic service from a good & reputable company with excellent staff.; Mike O came out for a service call for a heating issue on one floor. He diagnosed the problem quickly and was able to fix it before leaving. He went above and beyond to help us. Highly recommended.; Eric was the technician who did my air conditioning checkup.  He arrived on time and was very courteous.  Unfortunately, he found a leaking issue with my AC and explained in detail what my options were.  I decided to have the unit replaced and he immediately called a salesperson to come to my house and explain the process and cost involved.  The salesman arrived within 1 hour and was also very courteous.  He explained the process and gave me options and the cost.  Absolutely no pressure involved.  I have used Scaran for 20 years so there was no need for me to check with other businesses.  Scaran is the only company I will ever use.  5 star treatment every time.; I have always appreciated Scaran for their prompt service and maintenance calls, and their friendly customer service representatives who handle the phones. Now they deserve EXTRA praise for the way they handled our broken HVAC system. On a cold winter day when we had no heat, they came promptly to diagnose the problem, then returned to measure for a new unit and provide an estimate.
On installation day, it was a well-orchestrated team effort to remove the old unit and install the new one. Our hardwood floors leading to the utility room were covered as soon as they arrived. The team was polite, professional, answered all my questions, and gave instructions on how to use the new unit and the new thermostat. Scaran, you are A+++!","Mike O came out for a service call for a heating issue on one floor. He diagnosed the problem quickly and was able to fix it before leaving. He went above and beyond to help us. Highly recommended.; Brandon G did our yearly furnace maintenance and was excellent. He explained everything in detail. He placed labels on all the shutoff valves so that we would know what to do in case of emergencies.; Point of note; I hardly ever leave reviews & never have on Google. So take this as you will that I even took this step.

Have used this company since we moved to S.I. and to be perfectly fair we have only ever had but one bad experience with their service, which was addressed quickly. We have had our unit(s) installed & maintained, as well as ducts installed by Scaran. Their employees do excellent work and try to address every situation that may arise.

Service technicians are well trained and professional. Office and administrative persons are very pleasant, professional and personable. Just had Mr. Eric out on a seasonal service check of our unit, he did exemplary work. Checked and tested all points, and addressed all concerns. As usual, fantastic service from a good & reputable company with excellent staff.; Eric was the technician who did my air conditioning checkup.  He arrived on time and was very courteous.  Unfortunately, he found a leaking issue with my AC and explained in detail what my options were.  I decided to have the unit replaced and he immediately called a salesperson to come to my house and explain the process and cost involved.  The salesman arrived within 1 hour and was also very courteous.  He explained the process and gave me options and the cost.  Absolutely no pressure involved.  I have used Scaran for 20 years so there was no need for me to check with other businesses.  Scaran is the only company I will ever use.  5 star treatment every time.; I have always appreciated Scaran for their prompt service and maintenance calls, and their friendly customer service representatives who handle the phones. Now they deserve EXTRA praise for the way they handled our broken HVAC system. On a cold winter day when we had no heat, they came promptly to diagnose the problem, then returned to measure for a new unit and provide an estimate.
On installation day, it was a well-orchestrated team effort to remove the old unit and install the new one. Our hardwood floors leading to the utility room were covered as soon as they arrived. The team was polite, professional, answered all my questions, and gave instructions on how to use the new unit and the new thermostat. Scaran, you are A+++!"
ChIJU62hL8VKwokRmgKhNGg4TJM,Carter's Mechanical,"878 Rensselaer Ave, Staten Island, NY 10309",5,3,,N/A,I have used Carters Mechanical many times for my home and business. They always come through. Even later in the night for me.  Prices are fair and I have always been satisfied. Used them roughly 10 times so far.; Very quick and responsive. All work was clean and professional. They were always quick to address any problem I had.; Awesome plumber,I have used Carters Mechanical many times for my home and business. They always come through. Even later in the night for me.  Prices are fair and I have always been satisfied. Used them roughly 10 times so far.; Very quick and responsive. All work was clean and professional. They were always quick to address any problem I had.; Awesome plumber
ChIJa5NLBdFKwokRk_72BOPE3uA,Troise,"10 Latham Pl, Staten Island, NY 10309",5,3,,N/A,Excellent; ; ,; Excellent; 
ChIJs7pAiulKwokRyorsP6XM8mo,"Best Heating And Air Conditioning, Inc","888 Huguenot Ave, Staten Island, NY 10312",4.5,14,,N/A,"Mary M
I have used this company several times. I am so happy with the service and follow up. Aaron is extremely thorough and takes his time to make certain the job gets done right. He is very respectful and dedicated to what he does. I have recommended this company to others and they too have been very pleased.; We use choice home warranty when something breaks in our house. They set us up with Best to come fix our central air. They were very professional and accomodating with my schedule when I spoke with them on the phone . Aaron was our tech and he fixed our unit with no problems and explained to us what was happening in full detail as he fixed it. I would highly recommend Best.; I have used many air-conditioning companies in the past. Call Best yesterday for the first time I will be using them from now on.Technician Aaron came to my house knowledgeable and honest. My unit is 35 years old I was totally ready to replace it Aaron found a small leak filled with Freon it was good to go. The bill is well under   $500 That’s with 3 pounds of Freon anybody knows the price of Freon knows that is a good deal. I absolutely recommend them and would use them again; I called Best Heating after hours because our heater was giving us a problem for our business. Aaron booked us an appointment for the next day since it was urgent. He was very professional, also friendly and very helpful with our heating problem. Definitely recommend them and specially Aaron as a technician.; Aron is the best HVAC technician in the tri state area. I've used him multiple times, and have suggested him to friends who have also had only great experiences.","Mary M
I have used this company several times. I am so happy with the service and follow up. Aaron is extremely thorough and takes his time to make certain the job gets done right. He is very respectful and dedicated to what he does. I have recommended this company to others and they too have been very pleased.; Aron is the best HVAC technician in the tri state area. I've used him multiple times, and have suggested him to friends who have also had only great experiences.; I called Best Heating after hours because our heater was giving us a problem for our business. Aaron booked us an appointment for the next day since it was urgent. He was very professional, also friendly and very helpful with our heating problem. Definitely recommend them and specially Aaron as a technician.; I have used many air-conditioning companies in the past. Call Best yesterday for the first time I will be using them from now on.Technician Aaron came to my house knowledgeable and honest. My unit is 35 years old I was totally ready to replace it Aaron found a small leak filled with Freon it was good to go. The bill is well under   $500 That’s with 3 pounds of Freon anybody knows the price of Freon knows that is a good deal. I absolutely recommend them and would use them again; We use choice home warranty when something breaks in our house. They set us up with Best to come fix our central air. They were very professional and accomodating with my schedule when I spoke with them on the phone . Aaron was our tech and he fixed our unit with no problems and explained to us what was happening in full detail as he fixed it. I would highly recommend Best."
ChIJvYNz7tVNwokRaahbmKSQMJM,Everclear Sewer & Drain Cleaning Staten Island,"455 Livermore Ave, Staten Island, NY 10314",5,92,,N/A,"**Highly Recommend!**

Ever Clear Sewer and Drain provided exceptional service. They promptly came by to snake our main line and effectively resolved our clog. Their technician not only fixed the problem but also offered expert advice and options for future maintenance. Professional, knowledgeable, and efficient – couldn’t ask for more!; We dealt with Guastavo directly. Gustavo seemed like a decent guy originally, until the key for his door locks did not work. He purchased a ford econoline from our dealership. We offered to change the door lock cylinders, a simple fix and he threw a fit. Cited the van gave him ""bad ju ju"" and wanted out of his contractual agreement and obligations. He even called our store 67 times in one day! We almost had to get a restraining order with local pd. We arn't disputing he does great work as a sewer cleaner, however, his character is what I must warn you about. The fact that people allow a man so not in control of his emotions into their homes is frightening.; What an amazing company.. ever clear showed up on time..prices were very reasonable..I had another problem and ever clear came back immediately. Everclear stands behind their work..clean,prompt and professional!! What more could a homeowner ask for; I had a clog in my bathroom sink and already had someone come and fix it.  They broke a wall and replaced a pipe and $400 later it still wasn't working.  I was desperate so I searched online and found Everclear and thank goodness I did.  I read all the reviews and decided to try them. I spoke to Gus on the phone and he sounded very honest and reasonable.  He came and 10 minutes later the clog was cleared with no mess.  Gus was wonderful! Honest, friendly, prompt and reasonably priced! He's just gained a new customer for all future work! Highly recommend!; Incredible service.   Went out of his way to FaceTime the problem before coming over and undercut the competitions price.","Incredible service.   Went out of his way to FaceTime the problem before coming over and undercut the competitions price.; **Highly Recommend!**

Ever Clear Sewer and Drain provided exceptional service. They promptly came by to snake our main line and effectively resolved our clog. Their technician not only fixed the problem but also offered expert advice and options for future maintenance. Professional, knowledgeable, and efficient – couldn’t ask for more!; We dealt with Guastavo directly. Gustavo seemed like a decent guy originally, until the key for his door locks did not work. He purchased a ford econoline from our dealership. We offered to change the door lock cylinders, a simple fix and he threw a fit. Cited the van gave him ""bad ju ju"" and wanted out of his contractual agreement and obligations. He even called our store 67 times in one day! We almost had to get a restraining order with local pd. We arn't disputing he does great work as a sewer cleaner, however, his character is what I must warn you about. The fact that people allow a man so not in control of his emotions into their homes is frightening.; What an amazing company.. ever clear showed up on time..prices were very reasonable..I had another problem and ever clear came back immediately. Everclear stands behind their work..clean,prompt and professional!! What more could a homeowner ask for; I had a clog in my bathroom sink and already had someone come and fix it.  They broke a wall and replaced a pipe and $400 later it still wasn't working.  I was desperate so I searched online and found Everclear and thank goodness I did.  I read all the reviews and decided to try them. I spoke to Gus on the phone and he sounded very honest and reasonable.  He came and 10 minutes later the clog was cleared with no mess.  Gus was wonderful! Honest, friendly, prompt and reasonably priced! He's just gained a new customer for all future work! Highly recommend!"
ChIJzUr3Kwi0w4kRu3353t-tsP0,Spatola Plumbing and Heating LLC,"605 W Inman Ave, Rahway, NJ 07065",4.7,29,,N/A,"Jeff is so experienced and professional and fair. He took care of my heating system and did what others didn't know how to do! Thrilled that I finally found a plumber who is trust worthy.; Had my main line shutoff replaced and a leaky valve underneath the dishwasher. Very professional and reasonable prices. No leaks since

Before and after pics provided; A friend of mine was in a jam and needed a plumber fast. I recommend Jeff. He fixed the problem quickly and at a great price. I recieved many thanks from my buddy just for the recommendation. This is not the first time either.  I referred Spatola Plumbing a few times to friends and always hear good things about his service.; He made my appointment for 9:30am and that's exactly the time he arrived. The quality and price of work was superb. I had another company come to give a quote and they were trying to charge me $875 just to change some pipes underneath the sink. Spatola gave me a great rate and great quality work.; I recommend calling here and asking about their prices compared to other plumbing businesses. He gave me a very fair price and even discounted it, after finishing the work in a very timely manner! Honest and good services like this always get a 5 star review from me.","Jeff is so experienced and professional and fair. He took care of my heating system and did what others didn't know how to do! Thrilled that I finally found a plumber who is trust worthy.; I recommend calling here and asking about their prices compared to other plumbing businesses. He gave me a very fair price and even discounted it, after finishing the work in a very timely manner! Honest and good services like this always get a 5 star review from me.; Had my main line shutoff replaced and a leaky valve underneath the dishwasher. Very professional and reasonable prices. No leaks since

Before and after pics provided; He made my appointment for 9:30am and that's exactly the time he arrived. The quality and price of work was superb. I had another company come to give a quote and they were trying to charge me $875 just to change some pipes underneath the sink. Spatola gave me a great rate and great quality work.; A friend of mine was in a jam and needed a plumber fast. I recommend Jeff. He fixed the problem quickly and at a great price. I recieved many thanks from my buddy just for the recommendation. This is not the first time either.  I referred Spatola Plumbing a few times to friends and always hear good things about his service."
ChIJ_52fYiRNwokRI0emIfr1HhE,HD Drain Cleaning,"109 Copley St, Staten Island, NY 10314",5,4,,N/A,"I would like to say that I call HD drain cleaning and have had nothing but the best service and professionalism from Frank. He is honest and does a totally complete job from start to finish. You call him and he is behind your door before you know it. I would refer Frank to anyone who calls him and you will be totally satisfied. Great job Frank. Until next call Thank you. 👍🔧; Frank is a great guy and an excellent plumber. A few times he didn't even charge me, but just told me what had to be done. Of course, you shouldn't expect that! But he won't drain your wallet while he's fixing your drain. Highly recommended.; My bathroom sink was caked up with years of grease. HD cleared the pipe and made sure he cleaned up any mess from the job. Highly recommend.; Very efficient and nice!!","Frank is a great guy and an excellent plumber. A few times he didn't even charge me, but just told me what had to be done. Of course, you shouldn't expect that! But he won't drain your wallet while he's fixing your drain. Highly recommended.; Very efficient and nice!!; I would like to say that I call HD drain cleaning and have had nothing but the best service and professionalism from Frank. He is honest and does a totally complete job from start to finish. You call him and he is behind your door before you know it. I would refer Frank to anyone who calls him and you will be totally satisfied. Great job Frank. Until next call Thank you. 👍🔧; My bathroom sink was caked up with years of grease. HD cleared the pipe and made sure he cleaned up any mess from the job. Highly recommend."
ChIJV2TsjAVPwokRcGm9q17suqs,A & D Sewer & Drain Cleaning,"45 Laconia Ave, Staten Island, NY 10305",4.2,5,,N/A,"A&D changed my boiler to an energy efficient NAVIEN that has heat and hot water all in one. We saved a lot of space and he did a excellent job and got it done quickly. If you need any plumbing needs, this is the man. Thanks for your service 👍; After I was left hanging by another plumbing service for over 24 hours waiting for someone to help with clearing a blockage that was causing sewage to back up into my basement, I looked up other options to call.  A&D was the first ones I got and they said they would be at my house soon.  They arrived and cleared my problem in less than 40 minutes, as well as giving me some other helpful advice in the process unrelated to my call.  Then they charged me HALF the price they quoted me over the phone since they were able to fix the problem so quickly, saying it wasn't a big deal.

Gave them a generous tip and saved their number.  Thanks again Dave and Austin!; Very satisfied with the work they did in my bathroom. Very polite professional team and they even cleaned up after they finished the job which many people don’t. Price was right and they guaranteed the work.; This company took advantage  of my elderly  parents  who had clogged toilet $250 for 5 minutes  to snake a toilet absolutely  ridiculous  I will be contacting better business  bureau ! WANTED EXTRA MONEY FOR HOLIDAY  ITS VALENTINES  DAY LOL 😆; ","A&D changed my boiler to an energy efficient NAVIEN that has heat and hot water all in one. We saved a lot of space and he did a excellent job and got it done quickly. If you need any plumbing needs, this is the man. Thanks for your service 👍; This company took advantage  of my elderly  parents  who had clogged toilet $250 for 5 minutes  to snake a toilet absolutely  ridiculous  I will be contacting better business  bureau ! WANTED EXTRA MONEY FOR HOLIDAY  ITS VALENTINES  DAY LOL 😆; After I was left hanging by another plumbing service for over 24 hours waiting for someone to help with clearing a blockage that was causing sewage to back up into my basement, I looked up other options to call.  A&D was the first ones I got and they said they would be at my house soon.  They arrived and cleared my problem in less than 40 minutes, as well as giving me some other helpful advice in the process unrelated to my call.  Then they charged me HALF the price they quoted me over the phone since they were able to fix the problem so quickly, saying it wasn't a big deal.

Gave them a generous tip and saved their number.  Thanks again Dave and Austin!; ; Very satisfied with the work they did in my bathroom. Very polite professional team and they even cleaned up after they finished the job which many people don’t. Price was right and they guaranteed the work."
ChIJcZqOK_AehGIRXoppMGYbnIo,顺通水电冷暖-纽约五大区、新泽西、康州、费城 ： 疏通下水道 、维修漏水、煤气、暖气、煤气152检查,"1866 81st St, Brooklyn, NY 11214",4.6,36,,N/A,"My early morning started with a broken tap/pipe spitting out hot water in different directions. I called and called many 24/7 emergency plumbing companies. Alas!  the earliest a plumber could come was between 12 noon and 4pm.
Luckily I found Shun Tong (Eastern Dragon) Plumbing & Heating Company who literally arrived in my place in 10 minutes. They quickly identified the problem and fixed it skillfully. This company is the Real Star, the real 24/7 plumbing service provider. Besides I really like their work ethics, professional, upbeat and willing to go the extra mile to make me completely satisfied with a positive attitude. Thank you very much and you made my day!; The techs were skilled, nice, and went the extra mile to make sure the job was done right. They quickly figured out what was wrong and fixed it, leaving my place clean and tidy. Anyone having problems with their pipes should definitely go here.; I recently had a plumbing emergency, and this plumber was a lifesaver! Quick response, professional service, and a friendly attitude made the whole experience stress-free.; They not only resolved the problem right away, but they also did a full check to make sure there would be no more problems in the near future. It was great that they were careful and cared about their customers.; Fair prices, prompt service, and a welcoming attitude. Finding a trades person that actually cares about their clients is refreshing.","My early morning started with a broken tap/pipe spitting out hot water in different directions. I called and called many 24/7 emergency plumbing companies. Alas!  the earliest a plumber could come was between 12 noon and 4pm.
Luckily I found Shun Tong (Eastern Dragon) Plumbing & Heating Company who literally arrived in my place in 10 minutes. They quickly identified the problem and fixed it skillfully. This company is the Real Star, the real 24/7 plumbing service provider. Besides I really like their work ethics, professional, upbeat and willing to go the extra mile to make me completely satisfied with a positive attitude. Thank you very much and you made my day!; They not only resolved the problem right away, but they also did a full check to make sure there would be no more problems in the near future. It was great that they were careful and cared about their customers.; The techs were skilled, nice, and went the extra mile to make sure the job was done right. They quickly figured out what was wrong and fixed it, leaving my place clean and tidy. Anyone having problems with their pipes should definitely go here.; Fair prices, prompt service, and a welcoming attitude. Finding a trades person that actually cares about their clients is refreshing.; I recently had a plumbing emergency, and this plumber was a lifesaver! Quick response, professional service, and a friendly attitude made the whole experience stress-free."
ChIJUUz-yTZfwokRN04iUsw2xHE,Astoria Plumbers,"30-96 32nd St, Long Island City, NY 11102",4.9,54,,N/A,"Believe the reviews! Rob was super easy to work with, got the job done quick, friendly and courteous, and very fair pricing. Definitely saved his number for future jobs if needed, it’s a relief to have found a go-to for help with plumbing in Astoria; My hot water tank / heater failed (like an inch of water on my basement floor type failed) and I found it at about 5:30am. A quick call to Rob from Astoria Plumbers at 6, and he was at my house by 7:30 and had a new tank, and installed before I got home from work for a very reasonable price (that he quoted me on the spot when he arrived, and was true to at the end of the repair)
Rob talked me through all the options for various grades of heater and offered rough order of magnitude pricing on each option.

I can’t recommend Rob and Astoria Plumbers highly enough to do work fast, accurately and at a completely reasonable price. Great guy, great service!; There are a lot of horror stories about amoral plumbers who price gouge and take advantage of customers who don't know any better. Any anxiety I had about that was gone after my experience with Rob from Astoria Plumbers. His prices are more than fair. There weren't any hidden or miscellaneous charges that inflated the final cost.
I was impressed with how efficient and thorough Rob worked. When he was done, I really felt like he went above and beyond because the product that he installed is actually much better and has more features than the one that was replaced. He also gave me some aftercare tips which was appreciated.
All of these five star reviews about Astoria Plumbers are spot-on. My experience with Rob definitely warrants a five star review as well.; We had an emergency with a clogged pipe in the bathtub. After calling several places and inquiring about price and availability we can say without a doubt Rob was the best choice. He was very accommodating when we requested a specific time  due to our busy schedule, and he got the job done very quickly and professionally. He also kept checking to make sure everything was working properly and he was very organized. We would definitely request his services again if needed, and most certainly recommend him to our friends and acquaintances.; Rob is very responsive and respectful.  He won't price gauge you.  We had a leak in our sink drain and water hose. He responded quickly and was able to fix the same day we inquired. I would highly recommend his plumbing service to friends.","Believe the reviews! Rob was super easy to work with, got the job done quick, friendly and courteous, and very fair pricing. Definitely saved his number for future jobs if needed, it’s a relief to have found a go-to for help with plumbing in Astoria; My hot water tank / heater failed (like an inch of water on my basement floor type failed) and I found it at about 5:30am. A quick call to Rob from Astoria Plumbers at 6, and he was at my house by 7:30 and had a new tank, and installed before I got home from work for a very reasonable price (that he quoted me on the spot when he arrived, and was true to at the end of the repair)
Rob talked me through all the options for various grades of heater and offered rough order of magnitude pricing on each option.

I can’t recommend Rob and Astoria Plumbers highly enough to do work fast, accurately and at a completely reasonable price. Great guy, great service!; There are a lot of horror stories about amoral plumbers who price gouge and take advantage of customers who don't know any better. Any anxiety I had about that was gone after my experience with Rob from Astoria Plumbers. His prices are more than fair. There weren't any hidden or miscellaneous charges that inflated the final cost.
I was impressed with how efficient and thorough Rob worked. When he was done, I really felt like he went above and beyond because the product that he installed is actually much better and has more features than the one that was replaced. He also gave me some aftercare tips which was appreciated.
All of these five star reviews about Astoria Plumbers are spot-on. My experience with Rob definitely warrants a five star review as well.; Rob is very responsive and respectful.  He won't price gauge you.  We had a leak in our sink drain and water hose. He responded quickly and was able to fix the same day we inquired. I would highly recommend his plumbing service to friends.; We had an emergency with a clogged pipe in the bathtub. After calling several places and inquiring about price and availability we can say without a doubt Rob was the best choice. He was very accommodating when we requested a specific time  due to our busy schedule, and he got the job done very quickly and professionally. He also kept checking to make sure everything was working properly and he was very organized. We would definitely request his services again if needed, and most certainly recommend him to our friends and acquaintances."
ChIJqw3jcNofiAgRUm7p8oi66QY,Atlas Plumbing & Heating,"1225 Franklin Ave suite 325, Garden City, NY 11530",5,123,,N/A,"Anthony runs a team of super professionals. I just moved to a new home which had a whole house filter system already installed by another company. The filter was stuck, we couldn’t get it open. Anthony answer to the call, his arrived within the given time frame, were extremely professional and polite. They even thought of wearing the shoe socks in a rainy day. Anthony went above and beyond, he came to meet me once the job was done and even gave me some tips on my sprinkler system. He is a Garden City local and is definitely comforting to open a door to a neighbor. I highly recommend his services.; Five stars for Atlas Plumbing.  Team was very responsive and accommodating fitting us in their tight schedule. They identified the issue quickly and provided a cost effective solution.  Lastly, they followed up the next day to make sure the fix put in place was acting as expected. We would absolutely recommend Atlas Plumbing to others.; We recently had our hot water heater fail, resulting in a 2-inch flood in our basement on a Saturday night at 6 pm.  Desperately looking for a 24-hour plumbing service, we made several calls with limited success. Then, we contacted Atlas Plumbing & Heating.  Anthony, the owner, answered the phone and arrived at our home by 7:30 pm.  He quickly assessed the situation, ensured all water was turned off, and capped the pipes leading to the hot water heater to prevent further leakage.

Anthony and his team returned on Monday to replace the hot water heater with a better unit and performed some much-needed upgrades to our bathroom and kitchen plumbing.  They also made sure all our shower and sink faucets were flowing properly without any residual sediments.  Additionally, Anthony connected us with an excellent restoration company that arrived that same night to start the water remediation process.

Atlas Plumbing & Heating is one of the best plumbing and heating services around!  Their team is extremely knowledgeable and professional, always taking the time to explain things thoroughly and answer any questions we had.  The technicians were prompt, skilled, and friendly. Their pricing was very fair and transparent.

We have no hesitation recommending Atlas Plumbing & Heating to anyone in need of plumbing or heating services.  Their professionalism and expertise are truly unmatched!; Anthony, John, and Alex of Atlas Plumbing are outstanding. They respond to texts & calls immediately & are quick to help out. We messaged Anthony about a leak and within minutes received a response & he was at our house fixing the problem in no time. Outstanding customer service. Cannot recommend enough!; I cannot say enough good things about Atlas Plumbing & Heating. Recently we had a sizable flood in our basement. What sounded like an explosion turned out to be one of the water pipes breaking away from the main water line. The clamp just broke, and water came gushing into the basement. It was a Saturday night at around 8:00 p.m. We looked up plumbers with 24 hour service and desperately started making phone calls, with limited success. And then we called Atlas Plumbing & Heating. The owner, Anthony answered the phone!  Anthony came over that night himself to assess the problem. Ultimately, he and his crew made the repairs and also some sorely needed upgrades. They were not at all pushy, but merely made some suggestions about a few helpful upgrades we might want to consider.  Anthony also helped connect us with a great restoration company who was on the scene that night to quickly begin remediation. If you need a quality plumber who will respond quickly in an emergency situation, I highly recommend Atlas Plumbing & Heating.","Five stars for Atlas Plumbing.  Team was very responsive and accommodating fitting us in their tight schedule. They identified the issue quickly and provided a cost effective solution.  Lastly, they followed up the next day to make sure the fix put in place was acting as expected. We would absolutely recommend Atlas Plumbing to others.; Anthony runs a team of super professionals. I just moved to a new home which had a whole house filter system already installed by another company. The filter was stuck, we couldn’t get it open. Anthony answer to the call, his arrived within the given time frame, were extremely professional and polite. They even thought of wearing the shoe socks in a rainy day. Anthony went above and beyond, he came to meet me once the job was done and even gave me some tips on my sprinkler system. He is a Garden City local and is definitely comforting to open a door to a neighbor. I highly recommend his services.; Anthony, John, and Alex of Atlas Plumbing are outstanding. They respond to texts & calls immediately & are quick to help out. We messaged Anthony about a leak and within minutes received a response & he was at our house fixing the problem in no time. Outstanding customer service. Cannot recommend enough!; We recently had our hot water heater fail, resulting in a 2-inch flood in our basement on a Saturday night at 6 pm.  Desperately looking for a 24-hour plumbing service, we made several calls with limited success. Then, we contacted Atlas Plumbing & Heating.  Anthony, the owner, answered the phone and arrived at our home by 7:30 pm.  He quickly assessed the situation, ensured all water was turned off, and capped the pipes leading to the hot water heater to prevent further leakage.

Anthony and his team returned on Monday to replace the hot water heater with a better unit and performed some much-needed upgrades to our bathroom and kitchen plumbing.  They also made sure all our shower and sink faucets were flowing properly without any residual sediments.  Additionally, Anthony connected us with an excellent restoration company that arrived that same night to start the water remediation process.

Atlas Plumbing & Heating is one of the best plumbing and heating services around!  Their team is extremely knowledgeable and professional, always taking the time to explain things thoroughly and answer any questions we had.  The technicians were prompt, skilled, and friendly. Their pricing was very fair and transparent.

We have no hesitation recommending Atlas Plumbing & Heating to anyone in need of plumbing or heating services.  Their professionalism and expertise are truly unmatched!; I cannot say enough good things about Atlas Plumbing & Heating. Recently we had a sizable flood in our basement. What sounded like an explosion turned out to be one of the water pipes breaking away from the main water line. The clamp just broke, and water came gushing into the basement. It was a Saturday night at around 8:00 p.m. We looked up plumbers with 24 hour service and desperately started making phone calls, with limited success. And then we called Atlas Plumbing & Heating. The owner, Anthony answered the phone!  Anthony came over that night himself to assess the problem. Ultimately, he and his crew made the repairs and also some sorely needed upgrades. They were not at all pushy, but merely made some suggestions about a few helpful upgrades we might want to consider.  Anthony also helped connect us with a great restoration company who was on the scene that night to quickly begin remediation. If you need a quality plumber who will respond quickly in an emergency situation, I highly recommend Atlas Plumbing & Heating."
